iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/trot,Episode_Reward/joint_torque
2455,56.4352,793,0.0853022,0.0833333,0.0416667,0.156729,0.431831,0.363393,-0.0108293,4.44211,5.92593e-05,0.0123055,0.309785,9295.78,0.828768,0.493122,-1,0.25,605.543,3.0167e+07,1.21619,1.08643,1.45693,0.215539,-3.01651,nan,0.734,0.449,0.276499,-0.00319814,-0.00110621,-0.00114165,-0.00166667,-0.00164426,-0.0272508,-5.02273e-07,0.455,-0.015315,nan,nan
2456,73.455,1000,0.0855798,0.125,0,0.155914,0.420406,0.193839,-0.00922344,4.43786,5.92593e-05,0.0124372,0.309685,6507.7,1.4472,0.44102,-1,0.25,607.434,3.01793e+07,1.51917,1.38781,1.87373,0.254868,-3.77585,nan,0.932,0.562667,0.363264,-0.00406377,-0.00104704,-0.0012367,0,-0.000207249,-0.0283171,-6.07422e-07,0.61,-0.0200327,nan,nan
2457,84.1987,984.667,0.0849792,0.0833333,0.0416667,0.155627,0.427038,0.389209,-0.0117275,4.43229,5.92593e-05,0.01128,0.309613,8883.84,0.955794,0.427392,-1,0.25,608.82,3.01916e+07,1.53036,1.38193,1.82915,0.311667,-3.7362,nan,1.127,0.685667,0.433499,-0.00525884,-0.0018634,-0.00166893,-0.00266667,-0.00118006,-0.0352926,-6.65114e-07,0.725,-0.0302076,nan,nan
2458,83.059,1000,0.0848201,0.0833333,0,0.157382,0.432264,0.309322,-0.0101953,4.4294,5.92593e-05,0.0151453,0.309578,9795.95,0.795684,0.458712,-1,0.25,610.077,3.02039e+07,1.56828,1.36754,1.86226,0.313814,-3.77488,nan,1.098,0.6605,0.425138,-0.00491732,-0.00122357,-0.00148886,-0.006,-0.00109728,-0.0276802,-6.34236e-07,0.705,-0.0302986,nan,nan
2459,84.1015,1000,0.0690461,16.625,0,0.156141,0.418989,0.206424,-0.00965326,4.42618,5.92593e-05,0.016729,0.309491,6596.81,1.37206,0.490655,-1,0.25,611.941,3.02162e+07,1.55046,1.38794,1.86776,0.310436,-3.76087,nan,1.1081,0.673702,0.427207,-0.00503273,-0.001589,-0.00162317,-0.00562657,-0.000800485,-0.0275004,-5.96197e-07,0.71188,-0.0293679,nan,nan
2460,nan,nan,0.0715789,0,0,0.16016,0.427528,0.0793962,-0.00910389,4.4204,8.88889e-05,0.00345138,0.309384,7233.13,1.21449,0.484362,-1,0.25,613.642,3.02285e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2461,97.2378,1000,0.0839517,0.0416667,0,0.152256,0.425032,0.108784,-0.00960339,4.41153,8.88889e-05,0.0199936,0.309188,8780.84,0.979379,0.420032,-1,0.25,615.043,3.02408e+07,1.59996,1.40973,1.86807,0.39646,-3.82467,nan,1.305,0.809,0.494627,-0.00588536,-0.00241045,-0.00218535,0,-0.000963955,-0.0271705,-5.71115e-07,0.885,-0.0426769,nan,nan
2462,64.9762,694.667,0.0846918,0.0833333,0.0416667,0.148365,0.41972,0.141132,-0.0101976,4.39939,8.88889e-05,0.0136124,0.30897,8567.64,0.954118,0.480116,-1,0.25,616.479,3.02531e+07,0.997035,0.984426,1.28479,0.245422,-2.62965,nan,0.93,0.565667,0.362095,-0.00514351,-0.00197012,-0.00110825,-0.012,-0.00282259,-0.0218442,-5.02862e-07,0.58,-0.0260861,nan,nan
2463,90.4663,1000,0.0836825,0.0416667,0,0.151726,0.418502,0.0645221,-0.0108861,4.38322,8.88889e-05,0.00769705,0.308603,7400.72,1.15401,0.50637,-1,0.25,618.142,3.02653e+07,1.64994,1.43754,1.89315,0.328115,-3.72792,nan,1.14,0.696,0.436112,-0.00452617,-0.0013786,-0.00190247,0,-0.000450435,-0.0250025,-5.17897e-07,0.735,-0.0313585,nan,nan
2464,42.936,560.5,0.0853458,0.0833333,0.0833333,0.152317,0.419533,0.0896228,-0.00871967,4.36126,8.88889e-05,0.0144903,0.30827,7232.03,1.13908,0.560026,-1,0.25,619.842,3.02776e+07,0.831519,0.748758,1.01493,0.165688,-2.09674,nan,0.6,0.364,0.232966,-0.00326976,-0.00141177,-0.00101842,0,-0.00311675,-0.0234612,-4.23582e-07,0.33375,-0.0157976,nan,nan
2465,108.094,1000,0.086641,0.0416667,0,0.146676,0.414894,0.286363,-0.00958834,4.34672,5.92593e-05,0.0208833,0.308126,7154.28,1.18391,0.533663,-1,0.25,621.564,3.02899e+07,1.55964,1.41982,1.88143,0.403705,-3.78502,nan,1.521,0.918,0.574376,-0.00639475,-0.00201339,-0.00214901,0,-0.000944108,-0.0263951,-5.54678e-07,0.99,-0.0403537,nan,nan
2466,104.735,1000,0.0861313,0.0416667,0,0.150074,0.413838,0.433365,-0.0117476,4.34148,5.92593e-05,0.0141874,0.308078,7496.39,1.06275,0.576439,-1,0.25,623.205,3.03022e+07,1.40523,1.33139,1.85112,0.466414,-3.73391,nan,1.509,0.921,0.571932,-0.00666409,-0.00162415,-0.00246343,0,-0.00288507,-0.0307328,-6.15373e-07,0.99,-0.0310557,nan,nan
2467,28.998,1000,0.0852167,0.0416667,0,0.150979,0.423765,0.551825,-0.00903954,4.3396,5.92593e-05,0.01718,0.308059,6931.66,1.17312,0.599617,-1,0.25,624.98,3.03145e+07,1.74324,1.47592,1.89246,0.0302542,-3.71584,nan,0.015,0.011,0.00622679,-0.000117359,-1.00236e-05,-1.48699e-05,0,0,-0.0228646,-5.04723e-07,0.015,-0.000352438,nan,nan
2468,nan,nan,0.0862264,0,0,0.153231,0.416594,0.352488,-0.00976937,4.33904,5.92593e-05,0.0168036,0.308057,7914.76,1.02487,0.527677,-1,0.25,626.534,3.03268e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2469,74.5047,1000,0.085085,0.166667,0,0.156373,0.425057,0.381949,-0.00981392,4.33856,5.92593e-05,0.0144142,0.308041,7332.85,1.13727,0.538474,-1,0.25,628.214,3.03391e+07,1.59999,1.40518,1.88259,0.25763,-3.75777,nan,0.897,0.55025,0.347368,-0.00369913,-0.0013814,-0.00145897,0,-0.000142637,-0.025249,-5.40069e-07,0.59625,-0.0213293,nan,nan
2470,89.2508,1000,0.0855443,0.208333,0,0.156748,0.42539,0.378281,-0.0091519,4.33802,5.92593e-05,0.015813,0.30804,7741.58,1.04808,0.539196,-1,0.25,629.803,3.03514e+07,1.44987,1.37604,1.86749,0.330278,-3.77534,nan,1.2606,0.7696,0.478772,-0.00589528,-0.00147964,-0.00177941,-0.0032,-0.00111435,-0.0276258,-5.88533e-07,0.78,-0.0336855,nan,nan
2471,83.4429,1000,0.0851384,0.0833333,0,0.155779,0.427165,0.187598,-0.00988444,4.33677,5.92593e-05,0.0152901,0.307988,8163.8,1.02627,0.478913,-1,0.25,631.31,3.03636e+07,1.53399,1.43704,1.88831,0.294623,-3.72036,nan,1.0635,0.658,0.407918,-0.00473238,-0.0014834,-0.0015693,0,-5.71316e-07,-0.0261395,-5.42099e-07,0.6675,-0.0244556,nan,nan
2472,53.7203,706.25,0.0856609,0.0833333,0.0833333,0.153401,0.430634,0.377139,-0.0104533,4.33372,5.92593e-05,0.01368,0.307951,6893.43,1.19329,0.589274,-1,0.25,633.094,3.03759e+07,1.05126,0.96816,1.30177,0.186468,-2.63217,nan,0.69825,0.436,0.274088,-0.00384041,-0.0013813,-0.000812975,0,-0.000691151,-0.0305094,-5.63597e-07,0.4575,-0.0180803,nan,nan
2473,76.108,889.333,0.0860681,0.208333,0.0416667,0.152611,0.42129,0.278813,-0.0102794,4.33111,5.92593e-05,0.0170042,0.307886,6903.08,1.12723,0.652849,-1,0.25,634.878,3.03882e+07,1.33337,1.23063,1.65447,0.279748,-3.37452,nan,1.052,0.639,0.40108,-0.00530472,-0.00140196,-0.00144567,-0.00183333,-0.00112314,-0.0280118,-5.74773e-07,0.6525,-0.0237548,nan,nan
2474,51.9849,1000,0.0870873,0.0416667,0,0.152855,0.412839,0.410921,-0.00829172,4.32737,5.92593e-05,0.019542,0.307834,6727.61,1.3234,0.503106,-1,0.25,636.708,3.04005e+07,1.58201,1.41644,1.88336,0.132256,-3.72077,nan,0.501,0.305,0.197234,-0.00302418,-0.000422922,-0.000303027,0,-0.000145853,-0.026549,-5.90791e-07,0.345,-0.0118391,nan,nan
2475,nan,nan,0.087435,0,0,0.152027,0.414506,0.395961,-0.00904923,4.32375,5.92593e-05,0.0116552,0.307755,8333.07,0.994948,0.479659,-1,0.25,638.185,3.04128e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2476,101.39,1000,0.0885849,0.0416667,0,0.151307,0.412761,0.219158,-0.0100772,4.31872,5.92593e-05,0.0149383,0.307667,8198.21,1.01192,0.486939,-1,0.25,639.685,3.04251e+07,1.39678,1.3064,1.86824,0.404123,-3.77025,nan,1.515,0.927,0.578705,-0.00725588,-0.00218002,-0.00189616,0,-0.00201456,-0.0287084,-6.33549e-07,0.915,-0.0294304,nan,nan
2477,80.0772,1000,0.0876557,0.0416667,0,0.153091,0.419875,0.272839,-0.00901976,4.31252,5.92593e-05,0.0142964,0.307541,5895.36,1.33713,0.747218,-1,0.25,641.771,3.04374e+07,1.58356,1.46366,1.88158,0.27414,-3.66358,nan,0.954,0.574,0.367378,-0.00412797,-0.00124421,-0.00141099,0,0,-0.0253102,-5.82541e-07,0.63,-0.0287839,nan,nan
2478,101.291,1000,0.088575,0.166667,0,0.153061,0.421055,0.184741,-0.00979227,4.30553,5.92593e-05,0.016243,0.307441,6595.85,1.25572,0.607273,-1,0.25,643.637,3.04497e+07,1.44605,1.33456,1.86552,0.412552,-3.73339,nan,1.4535,0.89775,0.551575,-0.00663576,-0.00221457,-0.00225216,-0.004,-0.00128756,-0.0279685,-5.84163e-07,0.9225,-0.0416906,nan,nan
2479,97.8127,1000,0.0876889,0.125,0,0.154848,0.41904,0.381982,-0.00966728,4.30023,5.92593e-05,0.0145564,0.30736,7218.02,1.12623,0.57618,-1,0.25,645.341,3.0462e+07,1.60408,1.42371,1.88107,0.376826,-3.69868,nan,1.269,0.773,0.479811,-0.00539676,-0.00140326,-0.00185798,0,-0.000219016,-0.024681,-5.62255e-07,0.84,-0.0246352,nan,nan
2480,72.8076,1000,0.0887296,0.0833333,0,0.153322,0.425552,0.244031,-0.0093467,4.29597,5.92593e-05,0.0160398,0.3073,7149.66,1.10803,0.610654,-1,0.25,647.062,3.04742e+07,1.59227,1.40314,1.87358,0.251758,-3.75183,nan,0.87,0.534,0.331225,-0.00411374,-0.00123872,-0.00136817,0,-3.76709e-05,-0.0265996,-5.64055e-07,0.585,-0.0153928,nan,nan
2481,64.5357,1000,0.0875341,0.25,0,0.158074,0.424417,0.345707,-0.0101193,4.29281,5.92593e-05,0.00986688,0.307256,6586.75,1.15965,0.705915,-1,0.25,648.93,3.04865e+07,1.60211,1.43053,1.88076,0.204013,-3.74894,nan,0.72,0.445,0.276416,-0.00333126,-0.00102124,-0.000984096,0,-0.000220944,-0.0260294,-5.57856e-07,0.4675,-0.0190223,nan,nan
2482,87.1865,1000,0.088913,0.208333,0,0.154069,0.41766,0.375286,-0.010467,4.29002,5.92593e-05,0.015546,0.307203,7415.49,1.1037,0.553369,-1,0.25,650.589,3.04988e+07,1.5932,1.40641,1.87685,0.312706,-3.76906,nan,1.1454,0.6974,0.438738,-0.00525428,-0.00155449,-0.00146795,-0.0066,-0.000538714,-0.0270002,-5.86732e-07,0.726,-0.0259128,nan,nan
2483,83.3496,1000,0.0887295,0.208333,0,0.154746,0.428445,0.607133,-0.0103688,4.28841,5.92593e-05,0.0181789,0.307227,7559.66,1.07354,0.551933,-1,0.25,652.217,3.05111e+07,1.51356,1.38308,1.88011,0.299309,-3.74213,nan,1.1076,0.6776,0.422721,-0.00541045,-0.00117441,-0.00143336,-0.004,-0.000830727,-0.0274543,-5.70252e-07,0.696,-0.0300585,nan,nan
2484,50.4062,1000,0.086878,0.125,0,0.153447,0.421482,0.269888,-0.0113313,4.28971,5.92593e-05,0.0142519,0.307213,7830.12,0.98463,0.584695,-1,0.25,653.788,3.05234e+07,1.59595,1.426,1.88486,0.142143,-3.74358,nan,0.476,0.294,0.18257,-0.0023982,-0.000660506,-0.000485486,0,-0.000608414,-0.0262554,-5.61668e-07,0.305,-0.0122199,nan,nan
2485,96.3242,1000,0.0880825,0.291667,0,0.154183,0.429953,0.425557,-0.0101629,4.28729,5.92593e-05,0.0189029,0.307165,7895.13,1.11747,0.43893,-1,0.25,655.349,3.05357e+07,1.5473,1.40112,1.86731,0.360886,-3.73354,nan,1.29557,0.797571,0.507936,-0.00570842,-0.00196699,-0.00205192,-0.00428571,-0.00156782,-0.0272069,-5.55578e-07,0.844286,-0.0294367,nan,nan
2486,80.5077,851.857,0.0886811,0.166667,0.125,0.15452,0.421215,0.343877,-0.0101821,4.28496,5.92593e-05,0.0106592,0.307133,8841,0.952451,0.437437,-1,0.25,656.741,3.0548e+07,1.26399,1.14374,1.56477,0.326884,-3.1624,nan,1.11771,0.692286,0.426166,-0.00588949,-0.00174358,-0.00167388,-0.0112857,-0.00231396,-0.0305032,-6.01525e-07,0.735,-0.0293437,nan,nan
2487,83.1444,1000,0.0903233,0.0833333,0,0.152754,0.416597,0.42224,-0.00986048,4.28317,5.92593e-05,0.0183925,0.307114,10506.7,0.750137,0.419408,-1,0.25,657.912,3.05603e+07,1.50042,1.35656,1.87134,0.330101,-3.77076,nan,1.104,0.6725,0.425494,-0.00480073,-0.00106705,-0.0016589,-0.0065,-0.00227171,-0.0277324,-5.60217e-07,0.7425,-0.030903,nan,nan
2488,84.0452,927.75,0.0912349,0.125,0.0416667,0.153429,0.426674,0.35647,-0.0108468,4.28246,5.92593e-05,0.0168479,0.307108,9715.41,0.837532,0.427263,-1,0.25,659.178,3.05725e+07,1.40744,1.25553,1.72977,0.31746,-3.45911,nan,1.14075,0.7,0.439262,-0.00525103,-0.00137968,-0.001818,0,-0.00183293,-0.0306604,-5.66808e-07,0.73875,-0.0266535,nan,nan
2489,76.7137,1000,0.0899582,0.125,0,0.153737,0.420089,0.282736,-0.00992847,4.28166,5.92593e-05,0.0174433,0.307084,9863.3,0.901648,0.344183,-1,0.25,660.425,3.05848e+07,1.63829,1.44272,1.89202,0.27011,-3.76883,nan,0.905,0.547,0.344091,-0.00380422,-0.000734753,-0.0014471,0,-4.06435e-05,-0.0245993,-5.33098e-07,0.615,-0.0190813,nan,nan
2490,67.0588,963.714,0.0899852,0.25,0.0416667,0.154034,0.423525,0.156079,-0.00875459,4.27915,5.92593e-05,0.0125599,0.307019,11312.4,0.767097,0.319143,-1,0.25,661.513,3.05971e+07,1.52043,1.33019,1.79566,0.237368,-3.59368,nan,0.798429,0.493714,0.306052,-0.00397471,-0.00115914,-0.00116093,0,-0.000807728,-0.0285432,-5.76103e-07,0.520714,-0.020289,nan,nan
2491,96.0463,1000,0.0893673,0.25,0,0.155081,0.420531,0.352604,-0.0107797,4.27541,5.92593e-05,0.0142854,0.306977,10858.1,0.781958,0.349731,-1,0.25,662.646,3.06094e+07,1.53254,1.38009,1.87341,0.365404,-3.74775,nan,1.3045,0.801833,0.494292,-0.00607796,-0.00164462,-0.00169497,-0.000666667,-0.000661006,-0.0267777,-5.87597e-07,0.865,-0.0294823,nan,nan
2492,85.46,898.25,0.0893716,0.0833333,0.0833333,0.153059,0.421933,0.337049,-0.0112931,4.27273,5.92593e-05,0.0156953,0.306906,9083.07,0.911391,0.441456,-1,0.25,664.001,3.06217e+07,1.32636,1.19077,1.65406,0.349498,-3.38245,nan,1.2195,0.74425,0.464551,-0.00635948,-0.00170271,-0.00151631,-0.0055,-0.0022868,-0.0300665,-6.18197e-07,0.7875,-0.0336049,nan,nan
2493,95.5396,1000,0.0880665,0.125,0,0.153446,0.426477,0.284783,-0.0101901,4.26765,5.92593e-05,0.0120325,0.306825,10001.2,0.85226,0.376396,-1,0.25,665.234,3.0634e+07,1.55989,1.39478,1.87221,0.366633,-3.74911,nan,1.276,0.774,0.497635,-0.00585156,-0.00142489,-0.00175749,0,-0.000611397,-0.0273203,-5.92917e-07,0.85,-0.0280826,nan,nan
2494,59.9982,603.5,0.0888562,0.0416667,0.0416667,0.152324,0.423269,0.170342,-0.00966984,4.26331,3.95062e-05,0.0220709,0.306742,9580.22,0.926606,0.356037,-1,0.25,666.518,3.06463e+07,0.854579,0.794096,1.0757,0.255828,-2.25214,nan,0.8955,0.547,0.33767,-0.00535189,-0.00198836,-0.00109642,-0.002,-0.00848526,-0.0226613,-4.37878e-07,0.555,-0.0217357,nan,nan
2495,69.6988,1000,0.0895402,0.125,0,0.151055,0.416969,0.325083,-0.00904671,4.25868,3.95062e-05,0.0147766,0.306677,11256.1,0.688633,0.40304,-1,0.25,667.611,3.06586e+07,1.59277,1.3846,1.87464,0.239556,-3.72054,nan,0.808,0.497667,0.313147,-0.00378982,-0.00114205,-0.00125144,0,-0.000251256,-0.0279515,-5.63425e-07,0.55,-0.0205137,nan,nan
2496,81.1838,939.75,0.0887233,0.125,0.0416667,0.153631,0.424562,0.315407,-0.00920816,4.25501,3.95062e-05,0.011526,0.306615,8839.21,0.944034,0.446136,-1,0.25,669.003,3.06708e+07,1.40478,1.27189,1.73581,0.311567,-3.5177,nan,1.0995,0.685,0.422558,-0.00547407,-0.00181096,-0.00161304,-0.002,-0.00136789,-0.0326223,-6.06476e-07,0.71625,-0.0255739,nan,nan
2497,89.4866,1000,0.089413,0.125,0,0.153123,0.424939,0.329431,-0.00852079,4.25195,3.95062e-05,0.0187739,0.306582,8905.03,0.977859,0.402035,-1,0.25,670.384,3.06831e+07,1.54681,1.40408,1.87694,0.329505,-3.724,nan,1.17,0.723333,0.445932,-0.00589126,-0.0014804,-0.00147503,0,-0.000456403,-0.0256014,-5.6639e-07,0.765,-0.028363,nan,nan
2498,87.6053,1000,0.0883826,0.166667,0,0.151365,0.419494,0.196546,-0.0110534,4.24998,3.95062e-05,0.0127915,0.306536,10838.7,0.73958,0.394131,-1,0.25,671.519,3.06954e+07,1.56983,1.40598,1.87188,0.311154,-3.72402,nan,1.1295,0.68975,0.438513,-0.00549558,-0.00146596,-0.00141284,-0.001,-0.00043182,-0.0272451,-5.90078e-07,0.74625,-0.0215264,nan,nan
2499,82.3792,1000,0.0888754,0.0833333,0,0.151113,0.417269,0.416604,-0.00804002,4.24659,3.95062e-05,0.00896868,0.306476,10290.7,0.799834,0.394252,-1,0.25,672.715,3.07077e+07,1.49537,1.37819,1.87602,0.313046,-3.75757,nan,1.0785,0.663,0.417418,-0.00494538,-0.0013643,-0.00197895,0,-0.000390415,-0.0264618,-5.27513e-07,0.7125,-0.0223769,nan,nan
2500,86.319,998.277,0.088923,16.2083,0.0416667,0.150728,0.423705,0.216907,-0.0102344,4.24307,3.95062e-05,0.0114853,0.30642,9095.07,0.950116,0.400946,-1,0.25,674.068,3.072e+07,1.54583,1.39394,1.86866,0.320345,-3.71213,nan,1.12022,0.685562,0.429284,-0.00520904,-0.00135313,-0.00156607,-0.0059359,-0.00107258,-0.0267901,-5.64706e-07,0.731462,-0.0253024,nan,nan
2501,nan,nan,0.0643449,0,0,0.153052,0.408555,0.123874,-0.0103856,4.23982,3.95062e-05,0.00935285,0.306349,12063,0.692546,0.326103,-1,0.25,677.805,3.07323e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2502,nan,nan,0.0832353,0,0,0.148664,0.418418,0.105429,-0.00889376,4.2341,3.95062e-05,0.0122711,0.306227,10695.3,0.796031,0.35289,-1,0.25,678.956,3.07446e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2503,73.3299,752.5,0.0845215,0.0416667,0.0416667,0.144637,0.414101,0.0922658,-0.00984534,4.22584,3.95062e-05,0.00506238,0.306072,9728.85,0.831769,0.431279,-1,0.25,680.22,3.07569e+07,1.19748,1.00201,1.38069,0.312695,-2.87671,nan,1.098,0.6815,0.420019,-0.00535309,-0.00179918,-0.0016166,-0.221,-0.000626715,-0.0265258,-5.45877e-07,0.7275,-0.0197662,nan,nan
2504,72.3546,815.6,0.0848922,0.166667,0.0416667,0.146425,0.418742,0.205038,-0.0088374,4.21696,3.95062e-05,0.0109679,0.305937,10924.9,0.808356,0.316418,-1,0.25,681.347,3.07692e+07,1.23204,1.13025,1.52226,0.27579,-3.05027,nan,0.9636,0.5962,0.367975,-0.00483854,-0.00140599,-0.0013202,-0.0048,-0.00104983,-0.0261524,-5.30811e-07,0.642,-0.0225507,nan,nan
2505,59.7997,704,0.0862743,0.0416667,0.0416667,0.14976,0.420653,0.144299,-0.00787753,4.20946,3.95062e-05,0.010703,0.30581,9918.23,0.834211,0.40472,-1,0.25,682.587,3.07814e+07,0.99574,0.971591,1.29094,0.226272,-2.61886,nan,0.834,0.4975,0.315907,-0.00459884,-0.00108908,-0.00106063,0,-0.00184249,-0.0283409,-5.32702e-07,0.5325,-0.0186744,nan,nan
2506,73.4261,784,0.086493,0.125,0.0416667,0.144744,0.415734,0.0927794,-0.00873914,4.20124,3.95062e-05,0.00754364,0.305649,9574.3,0.899286,0.38415,-1,0.25,683.872,3.07937e+07,1.19655,1.07328,1.44522,0.284337,-2.95852,nan,1.026,0.624,0.388362,-0.0054214,-0.00143095,-0.00148419,-0.0025,-0.00244187,-0.0260887,-4.90798e-07,0.6525,-0.0210549,nan,nan
2507,nan,nan,0.0862445,0,0,0.145871,0.41616,0.454049,-0.00964279,4.19327,3.95062e-05,0.0138272,0.305575,9936.32,0.850897,0.385778,-1,0.25,685.11,3.0806e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2508,80.3806,861,0.0877526,0.0833333,0.0416667,0.148065,0.412047,0.314129,-0.00930426,4.19067,3.95062e-05,0.0071688,0.305537,11538.1,0.717745,0.34725,-1,0.25,686.176,3.08183e+07,1.32818,1.16806,1.59132,0.313413,-3.161,nan,1.059,0.653,0.414884,-0.00543954,-0.00145852,-0.00172829,0,-0.00200292,-0.0295618,-5.829e-07,0.715,-0.0226245,nan,nan
2509,nan,nan,0.0870374,0,0,0.147504,0.417318,0.311245,-0.00734314,4.1881,3.95062e-05,0.0103878,0.305486,10295.8,0.814146,0.379345,-1,0.25,687.371,3.08306e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2510,106.755,1000,0.0880369,0.0833333,0,0.14945,0.418718,0.437353,-0.00873234,4.18508,3.95062e-05,0.0121347,0.305448,9990.89,0.86212,0.367801,-1,0.25,688.602,3.08429e+07,1.45285,1.35664,1.87418,0.435296,-3.68611,nan,1.509,0.9245,0.593348,-0.00646574,-0.00218305,-0.00274638,-0.006,-0.00174924,-0.0290018,-5.14284e-07,0.96,-0.0337968,nan,nan
2511,88.9978,1000,0.0879734,0.125,0,0.148409,0.425553,0.474003,-0.00936535,4.18406,3.95062e-05,0.0110357,0.30546,11180.3,0.736711,0.362365,-1,0.25,689.703,3.08552e+07,1.46669,1.40122,1.86754,0.34754,-3.70294,nan,1.205,0.734667,0.450693,-0.00590567,-0.00136559,-0.00163885,-0.001,-0.000895629,-0.0273333,-5.6422e-07,0.755,-0.0373858,nan,nan
2512,86.1839,1000,0.0864368,0.208333,0,0.149246,0.430193,0.445414,-0.00870457,4.18416,3.95062e-05,0.011549,0.305432,10001.3,0.81259,0.416051,-1,0.25,690.933,3.08675e+07,1.54425,1.38339,1.86131,0.3298,-3.70788,nan,1.143,0.7024,0.436225,-0.00537259,-0.00144227,-0.00168342,-0.069,-0.00100299,-0.0305383,-6.21245e-07,0.747,-0.0212616,nan,nan
2513,100.703,1000,0.0881062,0.0833333,0,0.147284,0.424717,0.373213,-0.00944488,4.1815,3.95062e-05,0.0143836,0.305385,9964.4,0.872016,0.361175,-1,0.25,692.167,3.08797e+07,1.61697,1.39946,1.88659,0.39196,-3.71459,nan,1.3275,0.8165,0.499835,-0.00608135,-0.00160203,-0.00201508,-0.0085,-0.0016037,-0.0248035,-5.56029e-07,0.885,-0.0294501,nan,nan
2514,81.0793,1000,0.0878251,0.208333,0,0.148852,0.424253,0.363356,-0.00909815,4.17972,3.95062e-05,0.015612,0.305367,11665.9,0.717905,0.335425,-1,0.25,693.222,3.0892e+07,1.56609,1.3929,1.86948,0.296494,-3.69008,nan,1.0086,0.616,0.387112,-0.0044041,-0.00119941,-0.00159464,0,-0.00115134,-0.0272514,-5.33179e-07,0.663,-0.0200312,nan,nan
2515,82.3337,1000,0.0882631,0.166667,0,0.151128,0.424721,0.413064,-0.00981948,4.17853,3.95062e-05,0.0161757,0.305348,12425.8,0.702991,0.285921,-1,0.25,694.213,3.09043e+07,1.57073,1.39014,1.86835,0.30943,-3.72832,nan,1.0365,0.63625,0.395088,-0.0051672,-0.00151537,-0.00137431,0,-0.000715432,-0.0272028,-5.85289e-07,0.6975,-0.0230057,nan,nan
2516,90.2378,1000,0.0893785,0.0416667,0,0.148456,0.424132,0.332349,-0.00914596,4.17765,3.95062e-05,0.0110105,0.305334,14556.9,0.564194,0.27994,-1,0.25,695.058,3.09166e+07,1.48813,1.34093,1.87235,0.360959,-3.67325,nan,1.218,0.752,0.457408,-0.00588472,-0.00175488,-0.00172488,0,-0.00144288,-0.0297159,-5.45047e-07,0.765,-0.0291091,nan,nan
2517,nan,nan,0.0886472,0,0,0.152236,0.426048,0.276351,-0.00839986,4.17637,3.95062e-05,0.00762509,0.305299,13960.3,0.593181,0.287032,-1,0.25,695.94,3.09289e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2518,102.213,1000,0.0883209,0.0833333,0,0.151933,0.425622,0.174321,-0.0095089,4.17258,3.95062e-05,0.0076757,0.305201,14228.2,0.583554,0.280081,-1,0.25,696.805,3.09412e+07,1.52353,1.39553,1.86695,0.407055,-3.65305,nan,1.38,0.839,0.521123,-0.00616108,-0.00155737,-0.00201488,0,-0.00117754,-0.0276766,-5.68003e-07,0.9,-0.0308961,nan,nan
2519,81.023,1000,0.0881335,0.0416667,0,0.151556,0.42584,0.230439,-0.00981798,4.1666,3.95062e-05,0.012318,0.305115,14082.9,0.586179,0.286367,-1,0.25,697.678,3.09535e+07,1.53739,1.43534,1.87194,0.291639,-3.6252,nan,0.963,0.624,0.360767,-0.00690089,-0.00202218,-0.0007277,0,-0.000130561,-0.0282266,-6.46754e-07,0.66,-0.0297081,nan,nan
