iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/trot,Episode_Reward/joint_torque
2520,69.5466,841.5,0.0889763,0.208333,0.125,0.149915,0.428574,0.287214,-0.00964809,4.1625,3.95062e-05,0.0134129,0.305065,14225.5,0.575945,0.287855,-1,0.25,698.543,3.09658e+07,1.27237,1.15825,1.55793,0.273078,-3.12229,nan,0.916125,0.562125,0.346899,-0.00470152,-0.000997957,-0.00140266,-0.013125,-0.00260079,-0.0304175,-5.64428e-07,0.586875,-0.0207878,nan,nan
2521,66.4154,1000,0.0902028,0.0416667,0,0.153538,0.425685,0.332068,-0.00878772,4.15979,3.95062e-05,0.00650358,0.305021,14059.3,0.580758,0.293256,-1,0.25,699.419,3.0978e+07,1.58666,1.45412,1.88205,0.229627,-3.56024,nan,0.666,0.411,0.244472,-0.00315691,-0.000791602,-0.00100363,-0.004,-0.00349933,-0.0241039,-4.67276e-07,0.465,-0.0213609,nan,nan
2522,86.9283,1000,0.0897859,0.166667,0,0.156432,0.433813,0.355562,-0.00927907,4.15737,3.95062e-05,0.0113528,0.30499,14140.8,0.587683,0.281294,-1,0.25,700.289,3.09903e+07,1.54596,1.40027,1.86895,0.331511,-3.66252,nan,1.10025,0.67375,0.422129,-0.00499799,-0.00129896,-0.00157351,-0.001,-0.00150846,-0.0280729,-5.57653e-07,0.73125,-0.0266786,nan,nan
2523,60.807,792.667,0.0907222,0.208333,0.166667,0.155534,0.424617,0.214445,-0.00905068,4.15515,3.95062e-05,0.0115635,0.304939,13893.8,0.595265,0.28916,-1,0.25,701.175,3.10026e+07,1.21054,1.09503,1.46234,0.223398,-2.95043,nan,0.785667,0.484333,0.301005,-0.00448791,-0.00125497,-0.0010453,-0.014,-0.00348124,-0.0293975,-5.45088e-07,0.5,-0.0178615,nan,nan
2524,84.7047,913,0.0904449,0.166667,0.0416667,0.155901,0.423816,0.458775,-0.00966722,4.15213,3.95062e-05,0.016677,0.304897,14182.6,0.587349,0.279064,-1,0.25,702.042,3.10149e+07,1.37053,1.23822,1.69397,0.32955,-3.43188,nan,1.1718,0.7178,0.443862,-0.00626474,-0.00156383,-0.00145185,-0.0016,-0.00150034,-0.0310474,-6.45457e-07,0.774,-0.0291876,nan,nan
2525,78.4523,845.429,0.0914776,0.166667,0.125,0.154473,0.427809,0.406969,-0.0097319,4.15064,3.95062e-05,0.00914436,0.304898,14000.5,0.602114,0.275567,-1,0.25,702.921,3.10272e+07,1.27549,1.15554,1.56399,0.310572,-3.13741,nan,1.06886,0.660571,0.404246,-0.00541218,-0.00182576,-0.00153082,-0.0131429,-0.00349318,-0.0312492,-5.44082e-07,0.700714,-0.0233,nan,nan
2526,93.4816,1000,0.0920808,0.166667,0,0.154465,0.420564,0.449745,-0.00896816,4.15138,3.95062e-05,0.00766382,0.304915,14024.5,0.583279,0.292901,-1,0.25,703.799,3.10395e+07,1.47785,1.34576,1.87172,0.368145,-3.72955,nan,1.2975,0.802,0.488968,-0.00626307,-0.00168508,-0.00169743,-0.012,-0.00362898,-0.0279252,-5.96843e-07,0.84,-0.0351152,nan,nan
2527,71.945,920,0.0902657,0.208333,0.0416667,0.151857,0.424496,0.374892,-0.00950575,4.15206,3.95062e-05,0.0129697,0.304917,11432.8,0.674721,0.400085,-1,0.25,704.875,3.10518e+07,1.4422,1.30253,1.70888,0.261492,-3.38033,nan,0.879,0.540667,0.336686,-0.00453295,-0.00114432,-0.0010867,-0.002,-0.00173106,-0.0299116,-5.75699e-07,0.565,-0.0184607,nan,nan
2528,69.13,886.5,0.0897036,0.208333,0.0416667,0.152352,0.423972,0.308109,-0.0104327,4.15169,3.95062e-05,0.0102382,0.304904,9312.15,0.888322,0.431244,-1,0.25,706.196,3.10641e+07,1.40527,1.2436,1.64734,0.256106,-3.2858,nan,0.845,0.521667,0.324761,-0.00420208,-0.00123698,-0.00119728,-0.000666667,-0.00250905,-0.0269228,-5.4744e-07,0.555,-0.0196964,nan,nan
2529,77.3208,1000,0.0906035,0.0416667,0,0.150232,0.42178,0.263695,-0.0103688,4.15057,3.95062e-05,0.0129621,0.30488,10709.9,0.772393,0.374959,-1,0.25,707.345,3.10764e+07,1.60224,1.44636,1.86696,0.27029,-3.62232,nan,0.87,0.55,0.318842,-0.00529347,-0.00149413,-0.000838124,-0.004,-0.00136202,-0.0266501,-6.12104e-07,0.63,-0.0266985,nan,nan
2530,81.8627,958.143,0.0895466,0.25,0.0416667,0.153486,0.423066,0.362901,-0.00899691,4.14888,3.95062e-05,0.00982684,0.30486,11475.9,0.728146,0.342616,-1,0.25,708.417,3.10886e+07,1.47578,1.34015,1.78529,0.313779,-3.53936,nan,1.05429,0.649429,0.405879,-0.00526051,-0.00154857,-0.00140629,-0.0131429,-0.00161369,-0.0295764,-5.69872e-07,0.687857,-0.0274081,nan,nan
2531,60.7743,869.5,0.0893749,0.0416667,0.0416667,0.152678,0.419963,0.275471,-0.00965234,4.14763,3.95062e-05,0.00990117,0.304824,9052.99,0.947145,0.410197,-1,0.25,709.776,3.11009e+07,1.28176,1.18797,1.57931,0.239237,-3.19476,nan,0.7875,0.4785,0.27271,-0.00612624,-0.0015649,-0.000798069,0,-0.0040528,-0.0348749,-6.00497e-07,0.4725,-0.0185875,nan,nan
2532,80.5851,943.333,0.0884666,0.333333,0.0416667,0.149506,0.422212,0.272239,-0.00894303,4.1451,3.95062e-05,0.011216,0.304791,10085.6,0.822291,0.396081,-1,0.25,710.996,3.11132e+07,1.4816,1.30636,1.76046,0.309695,-3.48806,nan,1.036,0.635444,0.391405,-0.00492231,-0.00139572,-0.00135593,-0.00211111,-0.00178134,-0.0266439,-5.39728e-07,0.658333,-0.0237715,nan,nan
2533,83.9272,1000,0.0885,0.208333,0,0.150395,0.417573,0.433343,-0.00854457,4.14357,3.95062e-05,0.0154366,0.304769,10953.9,0.809142,0.312655,-1,0.25,712.12,3.11255e+07,1.56385,1.41488,1.87535,0.319906,-3.69662,nan,1.059,0.6482,0.404374,-0.00492402,-0.00153824,-0.00137006,-0.0174,-0.00114005,-0.027237,-5.49954e-07,0.687,-0.0259581,nan,nan
2534,74.7961,1000,0.0887189,0.125,0,0.147004,0.416764,0.287017,-0.00986412,4.142,3.95062e-05,0.0129748,0.30473,12750.6,0.666167,0.297554,-1,0.25,713.085,3.11378e+07,1.5968,1.4279,1.87084,0.263713,-3.65922,nan,0.858,0.529,0.332035,-0.0039032,-0.00128149,-0.00121893,0,-0.00290992,-0.0262163,-5.66741e-07,0.575,-0.0187337,nan,nan
2535,97.7128,1000,0.0895317,0.125,0,0.145271,0.409635,0.260468,-0.00765113,4.13945,3.95062e-05,0.00755016,0.304679,10490,0.740573,0.430824,-1,0.25,714.257,3.11501e+07,1.53967,1.38681,1.88551,0.390626,-3.70032,nan,1.311,0.798,0.496118,-0.00593425,-0.00158323,-0.0018555,0,-0.00256209,-0.0258813,-5.64533e-07,0.85,-0.0339563,nan,nan
2536,92.2428,1000,0.0905515,0.0833333,0,0.147726,0.411129,0.349084,-0.00851338,4.13552,3.95062e-05,0.00821456,0.304602,8423.63,1.03852,0.420235,-1,0.25,715.718,3.11624e+07,1.54181,1.40918,1.86267,0.389686,-3.70994,nan,1.2105,0.7475,0.45937,-0.00532279,-0.00225908,-0.00203864,-0.006,-0.00218497,-0.0297308,-5.30847e-07,0.78,-0.0310977,nan,nan
2537,80.5899,973.4,0.0893041,0.166667,0.0416667,0.148828,0.411162,0.322155,-0.00988998,4.13152,3.95062e-05,0.01092,0.304559,9775.21,0.87588,0.381178,-1,0.25,716.977,3.11747e+07,1.54542,1.35913,1.81853,0.315758,-3.55908,nan,0.9912,0.6126,0.364461,-0.00490645,-0.00169183,-0.00129842,0,-0.00226902,-0.0293651,-5.8015e-07,0.642,-0.0209941,nan,nan
2538,91.3225,1000,0.0901104,0.0833333,0,0.149032,0.41387,0.344893,-0.00873691,4.12979,3.95062e-05,0.012074,0.304533,12328.2,0.67863,0.318112,-1,0.25,717.975,3.11869e+07,1.51755,1.38578,1.86433,0.355155,-3.67119,nan,1.2075,0.75,0.448473,-0.00603557,-0.00168419,-0.00162109,0,-0.00182281,-0.0285126,-5.69352e-07,0.78,-0.0317998,nan,nan
2539,85.7737,1000,0.0902977,0.125,0,0.150812,0.405571,0.305231,-0.0078804,4.12812,3.95062e-05,0.0135192,0.304504,9917.82,0.845271,0.393711,-1,0.25,719.215,3.11992e+07,1.56315,1.41223,1.87017,0.336335,-3.63407,nan,1.07,0.655333,0.40784,-0.0046165,-0.00171384,-0.00180533,0,-0.00186663,-0.02758,-5.26222e-07,0.665,-0.0197221,nan,nan
2540,91.2365,1000,0.0898122,0.208333,0,0.152223,0.414129,0.181374,-0.00880285,4.12515,3.95062e-05,0.00801702,0.304414,9211.18,0.954114,0.379917,-1,0.25,720.551,3.12115e+07,1.54395,1.43497,1.87627,0.356259,-3.6189,nan,1.152,0.711,0.43364,-0.00527494,-0.00146796,-0.00158379,-0.0108,-0.0037282,-0.0275402,-5.4144e-07,0.744,-0.0209675,nan,nan
2541,97.2133,1000,0.0911639,0.0833333,0,0.155127,0.421541,0.288411,-0.00816241,4.11874,3.95062e-05,0.0121145,0.304309,10676,0.837878,0.313114,-1,0.25,721.706,3.12238e+07,1.61285,1.39865,1.88797,0.375667,-3.70209,nan,1.2465,0.7775,0.474628,-0.00578539,-0.00141946,-0.00171361,0,-0.00224295,-0.0271447,-5.38093e-07,0.855,-0.0277042,nan,nan
2542,88.1548,1000,0.0821819,15.625,0,0.151168,0.412655,0.245888,-0.0103923,4.1141,2.63374e-05,0.02207,0.304263,10559.3,0.84111,0.3226,-1,0.25,722.871,3.12361e+07,1.5625,1.39731,1.87663,0.342716,-3.66427,nan,1.11814,0.691061,0.419292,-0.00546124,-0.0015111,-0.00146582,-0.00481867,-0.00267036,-0.0272683,-5.66711e-07,0.73368,-0.0261116,nan,nan
2543,nan,nan,0.0779996,0,0,0.165861,0.41974,0.0561703,-0.00928371,4.11102,2.63374e-05,0.00795498,0.304177,13282.2,0.637297,0.287854,-1,0.25,723.798,3.12484e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2544,83.506,1000,0.0875102,0.0833333,0,0.147546,0.407662,0.0897307,-0.00756271,4.10464,2.63374e-05,0.0105037,0.304067,12838.9,0.650786,0.306307,-1,0.25,724.756,3.12607e+07,1.55354,1.37754,1.87211,0.327476,-3.74418,nan,1.0845,0.6695,0.409911,-0.00482891,-0.00157143,-0.00148373,-0.0045,-0.00222281,-0.029331,-5.6703e-07,0.69,-0.0211617,nan,nan
2545,89.3278,1000,0.0875556,0.0833333,0,0.149189,0.406738,0.100315,-0.00768637,4.09774,2.63374e-05,0.00614327,0.303934,13532.3,0.60925,0.298802,-1,0.25,725.666,3.1273e+07,1.60578,1.40521,1.887,0.33353,-3.65882,nan,1.1145,0.684,0.41246,-0.0048299,-0.00112816,-0.0016408,0,-0.00123774,-0.0262419,-5.15301e-07,0.7425,-0.0246922,nan,nan
2546,102.927,1000,0.0891489,0.125,0,0.149683,0.411786,0.105928,-0.00567803,4.08935,2.63374e-05,0.0144002,0.303795,12459.9,0.640318,0.345887,-1,0.25,726.653,3.12852e+07,1.61559,1.46258,1.8826,0.405027,-3.62162,nan,1.296,0.796,0.489525,-0.00559076,-0.00175855,-0.00167802,-0.00266667,-0.00287214,-0.0252699,-5.291e-07,0.89,-0.0294936,nan,nan
2547,100.637,1000,0.0885828,0.0833333,0,0.147669,0.409173,0.0787906,-0.00807991,4.08078,2.63374e-05,0.0106495,0.303637,13578.4,0.61586,0.289104,-1,0.25,727.56,3.12975e+07,1.53584,1.38942,1.87822,0.398231,-3.71661,nan,1.377,0.844,0.520481,-0.00678633,-0.00145919,-0.00145595,0,-0.00216541,-0.0285392,-6.16311e-07,0.87,-0.0243052,nan,nan
2548,71.4375,787.5,0.0881132,0.125,0.0416667,0.149282,0.412713,0.163779,-0.00831754,4.07244,2.63374e-05,0.0110157,0.303539,13305.1,0.636314,0.28724,-1,0.25,728.484,3.13098e+07,1.17814,1.05439,1.46279,0.28738,-2.89859,nan,0.96375,0.59,0.356107,-0.0048238,-0.000858863,-0.00131809,0,-0.00215868,-0.0259889,-5.48308e-07,0.6375,-0.0244478,nan,nan
2549,32.2666,1000,0.088079,0.0416667,0,0.151528,0.415321,0.34185,-0.00818,4.06867,2.63374e-05,0.0127247,0.303509,13667,0.608839,0.290263,-1,0.25,729.385,3.13221e+07,1.71208,1.49805,1.90191,0.0513947,-3.61356,nan,0.036,0.023,0.00968456,-0.000212357,-2.72088e-05,-3.54658e-05,-0.008,-0.00161911,-0.0248111,-4.91947e-07,0.03,-0.000516107,nan,nan
2550,96.4846,1000,0.0885096,0.0833333,0,0.148649,0.409481,0.45421,-0.00773551,4.06762,2.63374e-05,0.0159198,0.303495,13410.6,0.614094,0.302195,-1,0.25,730.302,3.13344e+07,1.57875,1.38205,1.87566,0.390819,-3.66231,nan,1.302,0.809,0.482042,-0.00617094,-0.00174708,-0.00147404,-0.091,-0.00402466,-0.0277252,-5.56828e-07,0.825,-0.0266301,nan,nan
2551,nan,nan,0.0881174,0,0,0.151192,0.412026,0.343866,-0.00814534,4.06612,2.63374e-05,0.0121392,0.30346,13712,0.607717,0.288431,-1,0.25,731.2,3.13467e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2552,102.067,1000,0.0874209,0.125,0,0.152059,0.412018,0.293557,-0.00756143,4.06462,2.63374e-05,0.0163089,0.30345,13109.8,0.633777,0.303538,-1,0.25,732.139,3.1359e+07,1.63582,1.40516,1.88075,0.419489,-3.59548,nan,1.308,0.813667,0.477251,-0.0056424,-0.00182684,-0.00175956,-0.00133333,-0.00324691,-0.0255076,-4.97829e-07,0.82,-0.022009,nan,nan
2553,108.301,1000,0.0901059,0.125,0,0.149733,0.410369,0.407205,-0.00813137,4.06388,2.63374e-05,0.0116346,0.303422,13496.7,0.625058,0.285384,-1,0.25,733.051,3.13713e+07,1.57244,1.42115,1.88996,0.437746,-3.62113,nan,1.422,0.881,0.522979,-0.0068628,-0.00146405,-0.00173885,-0.004,-0.00241321,-0.0259937,-5.44422e-07,0.965,-0.0336007,nan,nan
2554,86.0397,1000,0.0879649,0.125,0,0.151311,0.414071,0.334773,-0.00847337,4.06206,2.63374e-05,0.0152631,0.303402,13753.3,0.60641,0.287049,-1,0.25,733.946,3.13836e+07,1.66765,1.42652,1.89117,0.319645,-3.67622,nan,1.029,0.629,0.38505,-0.0047123,-0.00121664,-0.00111505,0,-0.00190813,-0.0252274,-5.34576e-07,0.685,-0.0206455,nan,nan
2555,75.7003,862.4,0.0893041,0.166667,0.0416667,0.149954,0.417239,0.321026,-0.00842695,4.06134,2.63374e-05,0.00676966,0.303393,12520.6,0.6917,0.289724,-1,0.25,734.928,3.13958e+07,1.32468,1.21062,1.61447,0.287475,-3.12318,nan,0.9546,0.5942,0.354672,-0.00480287,-0.00092241,-0.00119195,-0.0076,-0.00363126,-0.0275264,-5.27456e-07,0.636,-0.0228517,nan,nan
2556,92.4625,1000,0.0909024,0.208333,0,0.148166,0.411189,0.366408,-0.00656397,4.06041,2.63374e-05,0.0135239,0.303371,13079.3,0.649215,0.290283,-1,0.25,735.869,3.14081e+07,1.55757,1.39615,1.89287,0.353228,-3.61862,nan,1.1844,0.7264,0.437785,-0.00544156,-0.00134162,-0.00142695,-0.0032,-0.00276316,-0.0260263,-5.63268e-07,0.759,-0.0254662,nan,nan
2557,90.5569,1000,0.092468,0.0416667,0,0.151202,0.413079,0.451295,-0.00633762,4.05905,2.63374e-05,0.0163208,0.303347,13604.3,0.615843,0.287402,-1,0.25,736.774,3.14204e+07,1.5389,1.45555,1.88522,0.315545,-3.5885,nan,1.134,0.684,0.425502,-0.00574764,-0.000878275,-0.000941072,0,-0.00364267,-0.0244245,-5.75651e-07,0.735,-0.0217302,nan,nan
2558,104.281,1000,0.0937644,0.0416667,0,0.153921,0.407288,0.488356,-0.00738354,4.05767,2.63374e-05,0.0101519,0.303333,13692.5,0.609065,0.288363,-1,0.25,737.673,3.14327e+07,1.38346,1.32509,1.87983,0.428495,-3.70573,nan,1.497,0.933,0.563358,-0.00761187,-0.00249277,-0.00174455,0,-0.00246728,-0.0308963,-6.01478e-07,0.99,-0.0352185,nan,nan
2559,109.478,1000,0.0923771,0.0416667,0,0.15201,0.417562,0.183261,-0.00758707,4.05639,2.63374e-05,0.00718932,0.303289,13326.3,0.633542,0.288544,-1,0.25,738.596,3.1445e+07,1.57049,1.43205,1.88888,0.435917,-3.59758,nan,1.506,0.935,0.542029,-0.00695794,-0.00192071,-0.00194806,-0.089,-0.00289381,-0.0272144,-5.61411e-07,0.93,-0.0389289,nan,nan
2560,77.2984,1000,0.0918528,0.0416667,0,0.153588,0.414786,0.206918,-0.00803258,4.05293,2.63374e-05,0.00788529,0.303224,14076.9,0.589155,0.283767,-1,0.25,739.47,3.14573e+07,1.5044,1.44219,1.88962,0.278292,-3.57441,nan,0.921,0.565,0.346014,-0.00452082,-0.00137964,-0.000795887,0,-0.00111263,-0.0277437,-5.83436e-07,0.555,-0.0266488,nan,nan
2561,100.865,1000,0.0918537,0.25,0,0.152793,0.411802,0.253325,-0.00783923,4.04936,2.63374e-05,0.00802113,0.303177,13458.4,0.603234,0.309805,-1,0.25,740.385,3.14696e+07,1.53964,1.38145,1.88874,0.41635,-3.63324,nan,1.3455,0.830167,0.49162,-0.00643057,-0.00165274,-0.00170475,-0.00683333,-0.00206383,-0.0264923,-5.78261e-07,0.865,-0.0368179,nan,nan
2562,104.8,1000,0.0926545,0.125,0,0.152294,0.416072,0.181775,-0.00795719,4.04671,2.63374e-05,0.0072979,0.303129,14013.2,0.59511,0.28178,-1,0.25,741.263,3.14819e+07,1.42675,1.40191,1.88299,0.415706,-3.66957,nan,1.461,0.901667,0.545378,-0.00724556,-0.00198559,-0.00172458,-0.004,-0.00389305,-0.026671,-5.46834e-07,0.95,-0.030293,nan,nan
2563,88.1777,1000,0.0918392,0.125,0,0.151181,0.413484,0.314836,-0.00771151,4.04402,2.63374e-05,0.0115275,0.303099,13616.5,0.611218,0.291214,-1,0.25,742.167,3.14941e+07,1.55944,1.41799,1.88529,0.343374,-3.63029,nan,1.096,0.683333,0.405146,-0.00528142,-0.0012842,-0.00141008,-0.00266667,-0.00291822,-0.026192,-5.70608e-07,0.71,-0.0216466,nan,nan
2564,81.0147,1000,0.0894329,0.291667,0,0.150841,0.42119,0.438204,-0.00659533,4.04322,2.63374e-05,0.0164193,0.303103,13023,0.649726,0.293834,-1,0.25,743.112,3.15064e+07,1.53401,1.39908,1.88476,0.306237,-3.63265,nan,0.998143,0.618,0.366007,-0.0046235,-0.0012087,-0.00136209,-0.0128571,-0.00330467,-0.0251074,-5.27698e-07,0.647143,-0.0215222,nan,nan
2565,76.1244,936,0.0901109,0.25,0.0416667,0.153618,0.426624,0.232133,-0.00820357,4.04311,2.63374e-05,0.0117828,0.303081,8169.21,0.964655,0.53953,-1,0.25,744.617,3.15187e+07,1.52088,1.30602,1.75985,0.275136,-3.39375,nan,0.916714,0.572714,0.344006,-0.00423444,-0.00131447,-0.00108081,-0.0298571,-0.00385996,-0.0237959,-5.11249e-07,0.589286,-0.0204774,nan,nan
2566,78.8056,929.167,0.0913915,0.208333,0.0416667,0.151579,0.415301,0.256029,-0.00803814,4.04082,2.63374e-05,0.0161136,0.303034,11422.6,0.765619,0.310139,-1,0.25,745.695,3.1531e+07,1.40008,1.28941,1.73588,0.300725,-3.35025,nan,1.0005,0.615167,0.370133,-0.00487036,-0.00148081,-0.00130011,-0.014,-0.00397866,-0.026913,-5.6468e-07,0.655,-0.0238101,nan,nan
2567,85.0816,1000,0.0912019,0.208333,0,0.151974,0.420092,0.329676,-0.00795234,4.03808,2.63374e-05,0.0117366,0.302994,13121.7,0.648165,0.2883,-1,0.25,746.633,3.15433e+07,1.52676,1.39534,1.88838,0.333504,-3.63585,nan,1.0692,0.6654,0.395898,-0.00537652,-0.00184322,-0.00135018,-0.0266,-0.00289637,-0.0270568,-5.52147e-07,0.705,-0.0244267,nan,nan
2568,97.1668,1000,0.0914229,0.25,0,0.151489,0.423026,0.342889,-0.00684769,4.03581,3.95062e-05,0.00254785,0.302955,11924.3,0.636768,0.393736,-1,0.25,747.665,3.15556e+07,1.60319,1.40452,1.89115,0.37601,-3.61907,nan,1.236,0.765,0.458728,-0.00557813,-0.00165186,-0.00146173,-0.00466667,-0.00343484,-0.0249375,-5.42246e-07,0.815,-0.0304541,nan,nan
2569,88.3029,1000,0.0909303,0.333333,0,0.148259,0.419154,0.34201,-0.00808832,4.03325,3.95062e-05,0.010812,0.30292,8968.37,0.962701,0.407448,-1,0.25,749.037,3.15679e+07,1.57432,1.4068,1.8924,0.332231,-3.60766,nan,1.092,0.67075,0.408377,-0.00483032,-0.00124921,-0.0015945,-0.00425,-0.00308453,-0.0255168,-5.42871e-07,0.7125,-0.0260553,nan,nan
2570,104.86,1000,0.0891248,0.125,0,0.149916,0.417904,0.298845,-0.00838233,4.03197,3.95062e-05,0.00900577,0.302906,9484.77,0.848421,0.447129,-1,0.25,750.334,3.15802e+07,1.58192,1.40785,1.89717,0.408844,-3.59762,nan,1.365,0.835667,0.512585,-0.00638207,-0.00184125,-0.00167795,0,-0.000610296,-0.0239973,-5.63721e-07,0.9,-0.0339131,nan,nan
2571,97.9824,1000,0.0902735,0.0416667,0,0.150339,0.421517,0.401926,-0.00913869,4.03075,3.95062e-05,0.0135701,0.302876,9939.05,0.828228,0.408108,-1,0.25,751.572,3.15924e+07,1.59752,1.42402,1.89192,0.376909,-3.68116,nan,1.284,0.788,0.477982,-0.0057813,-0.0015502,-0.00149938,-0.008,-0.00428739,-0.0251021,-5.39537e-07,0.81,-0.0238398,nan,nan
2572,92.005,958.429,0.0894394,0.25,0.0416667,0.150068,0.410559,0.337841,-0.00843137,4.02885,3.95062e-05,0.010082,0.302849,9769.07,0.786155,0.471693,-1,0.25,752.831,3.16047e+07,1.43482,1.3183,1.79969,0.347092,-3.47113,nan,1.224,0.754429,0.452366,-0.00580046,-0.00158075,-0.0015644,-0.00128571,-0.00226635,-0.0268732,-5.54592e-07,0.81,-0.0299499,nan,nan
2573,95.9462,1000,0.0894712,0.208333,0,0.149761,0.418036,0.324011,-0.0088184,4.02693,3.95062e-05,0.00702391,0.302804,7166.61,1.08722,0.627401,-1,0.25,754.548,3.1617e+07,1.53161,1.41394,1.88701,0.378281,-3.61789,nan,1.245,0.7732,0.456239,-0.00580065,-0.00166633,-0.00166837,-0.0024,-0.00238003,-0.025062,-5.28045e-07,0.798,-0.029104,nan,nan
2574,93.1574,973.333,0.0899073,0.333333,0.0416667,0.149623,0.420824,0.28912,-0.00965427,4.02438,3.95062e-05,0.0162387,0.302779,7217.02,1.16945,0.533191,-1,0.25,756.252,3.16293e+07,1.48229,1.33538,1.82548,0.355242,-3.49906,nan,1.223,0.756,0.451034,-0.00585816,-0.00169366,-0.00175293,-0.00322222,-0.00430391,-0.0267316,-5.45214e-07,0.796667,-0.0246081,nan,nan
2575,83.3288,948,0.0906562,0.25,0.0416667,0.150574,0.415745,0.326968,-0.00955411,4.02271,3.95062e-05,0.0155297,0.302739,7776.33,1.03787,0.542306,-1,0.25,757.834,3.16416e+07,1.48047,1.33303,1.77845,0.311715,-3.45019,nan,1.05686,0.653,0.387545,-0.00497016,-0.00108132,-0.00140194,0,-0.00271989,-0.0269729,-5.38782e-07,0.675,-0.0222948,nan,nan
2576,110.508,1000,0.091421,0.0416667,0,0.144492,0.409398,0.237374,-0.00900779,4.02,3.95062e-05,0.0140385,0.302684,8898.15,0.915225,0.465736,-1,0.25,759.217,3.16539e+07,1.55475,1.43482,1.91117,0.444816,-3.54563,nan,1.437,0.929,0.534594,-0.00652958,-0.0027114,-0.00250292,0,-0.00389202,-0.0249156,-4.30316e-07,0.9,-0.034557,nan,nan
2577,105.085,1000,0.0904898,0.125,0,0.148604,0.414596,0.31039,-0.00902126,4.01736,3.95062e-05,0.0133907,0.302669,7199.24,1.14344,0.563402,-1,0.25,760.926,3.16662e+07,1.47119,1.37361,1.87509,0.399153,-3.63044,nan,1.444,0.892667,0.545746,-0.00680713,-0.00181157,-0.00198978,-0.008,-0.0038551,-0.02879,-5.95797e-07,0.98,-0.045501,nan,nan
2578,94.6629,1000,0.08966,0.125,0,0.148402,0.414546,0.312213,-0.00923799,4.01743,3.95062e-05,0.0114763,0.302679,7162.88,1.11125,0.604258,-1,0.25,762.644,3.16785e+07,1.53225,1.39554,1.88386,0.357566,-3.60291,nan,1.224,0.758333,0.448351,-0.00537888,-0.00159156,-0.00153919,0,-0.00214573,-0.0261994,-5.09842e-07,0.8,-0.0269858,nan,nan
2579,85.3584,1000,0.0898375,0.208333,0,0.149463,0.414457,0.408565,-0.00794329,4.01712,3.95062e-05,0.0131694,0.302653,6856.59,1.24888,0.543265,-1,0.25,764.438,3.16908e+07,1.59865,1.42581,1.89157,0.311709,-3.63403,nan,1.038,0.6436,0.381288,-0.0049699,-0.0010419,-0.00115194,0,-0.00175799,-0.0253682,-5.5174e-07,0.666,-0.0203903,nan,nan
2580,90.9469,1000,0.0907126,0.125,0,0.149367,0.422287,0.439607,-0.00827589,4.01563,3.95062e-05,0.0159291,0.302642,7759.63,1.05563,0.527954,-1,0.25,766.023,3.1703e+07,1.54488,1.36596,1.88189,0.331156,-3.6691,nan,1.185,0.729,0.448454,-0.00555489,-0.000897467,-0.00124161,0,-0.00266274,-0.0264525,-5.92782e-07,0.795,-0.0280973,nan,nan
2581,74.2253,1000,0.0909709,0.125,0,0.15165,0.414412,0.347897,-0.00931793,4.01554,3.95062e-05,0.01086,0.302644,7338.37,1.09897,0.575521,-1,0.25,767.699,3.17153e+07,1.58466,1.43995,1.88308,0.243438,-3.57504,nan,0.826,0.509,0.307771,-0.00387772,-0.00116585,-0.0010969,0,-0.00141133,-0.0256684,-5.17737e-07,0.55,-0.0243779,nan,nan
2582,97.3149,1000,0.0914385,0.125,0,0.147953,0.414261,0.303378,-0.00829093,4.01531,3.95062e-05,0.0158583,0.302635,7317.97,1.13905,0.540105,-1,0.25,769.38,3.17276e+07,1.50271,1.36605,1.8927,0.387667,-3.55803,nan,1.253,0.783667,0.457816,-0.00631112,-0.00175227,-0.00201607,0,-0.00228777,-0.0263573,-5.80434e-07,0.855,-0.0361124,nan,nan
